PGC,Nest,Nmb,logpK,Mvir,Mlum
3087544,200860,3,10.16,,135.0
3087555,206073,1,9.63,,19.5
3087558,201909,2,9.94,,15.3
3087560,110873,1,9.27,,2.29
3087570,104079,1,10.1,,201.0
3087600,108673,1,9.44,,5.98
3087616,200639,4,10.48,,190.0
3087619,204295,1,9.98,,90.5
3087625,207115,1,10.2,,10.9
3087626,200034,21,10.88,840.0,455.0
3087632,104691,1,9.93,,78.3
3087682,105333,1,9.99,,34.6
3087689,200864,10,10.46,373.0,112.0
3087690,200950,3,10.57,,752.0
3087713,100808,3,10.49,,1630.0
3087745,202426,2,9.97,,32.2
3087746,100108,5,10.75,20100.0,6500.0
3087751,110231,1,9.28,,3.26
3087760,103239,1,,,4000.0
3087775,101762,2,10.06,,119.0
3087780,100131,9,10.71,762.0,1590.0
3087784,200062,15,10.54,40.7,71.3
3087800,211456,1,10.72,,0.927
3087801,201869,2,10.59,,577.0
3087805,105119,1,9.86,,48.0
3087807,103327,10,10.68,13400.0,1950.0
3087833,103943,1,10.11,,265.0
3087863,100131,9,10.82,762.0,1590.0
3087865,102579,2,10.36,,387.0
3087876,211397,1,9.84,,1.0
3087877,200062,15,10.46,40.7,71.3
3087878,211876,1,8.79,,0.531
3087892,204116,1,10.16,,118.0
3087894,200755,4,9.68,,5.46
3087896,109282,1,9.77,,4.89
3087932,107357,1,9.6,,11.4
3087985,200221,7,10.69,325.0,388.0
3088010,103948,1,10.06,,275.0
3088028,104047,1,10.1,,215.0
3088057,100229,7,10.75,3190.0,2540.0
3088058,204240,1,10.34,,97.9
3088059,204649,1,10.18,,60.8
3088062,207511,1,9.67,,9.04
3088064,200339,6,10.83,136.0,2470.0
3088065,200339,6,10.73,136.0,2470.0
3088067,200744,4,9.99,,18.5
3088068,200744,4,9.99,,18.5
3088070,203708,1,10.08,,241.0
3088073,210619,1,10.12,,1.8
3088093,200189,8,10.54,89.9,131.0
3088095,200485,5,10.1,12.3,14.6
3088112,100245,7,10.63,107.0,267.0
3088155,203176,1,10.22,,1420.0
3088157,206826,1,9.57,,12.7
3088163,204266,1,9.99,,92.9
3088177,205403,1,10.02,,29.7
3088178,205816,1,10.13,,22.2
3088180,203501,1,10.27,,388.0
3088182,200080,13,10.76,198.0,677.0
3088183,210180,1,10.08,,2.34
3088184,200080,13,10.74,198.0,677.0
3088221,101469,2,10.45,,1650.0
3088255,105235,1,9.9,,38.8
3088263,204760,1,9.91,,51.9
3088264,200341,6,10.23,25.1,21.1
3088273,200309,6,10.35,7.73,81.4
3088276,208714,1,9.81,,5.18
3088281,100373,5,10.96,651.0,16600.0
3088301,104056,1,9.96,,223.0
3088351,106010,1,9.81,,22.5
3088370,200820,3,10.6,,3830.0
3088371,204236,1,9.9,,97.9
3088383,200057,22,10.84,1350.0,2710.0
3088384,200057,22,10.86,1350.0,2710.0
3088386,200137,18,10.53,146.0,83.6
3088387,203629,1,10.1,,282.0
3088396,103364,1,10.33,,1910.0
3088400,101482,2,10.41,,618.0
3088405,104243,1,10.02,,159.0
3088415,101388,2,,,3640.0
3088447,100579,4,10.44,,133.0
3088455,101529,2,10.11,,99.5
3088464,220008,17,10.84,86.4,103.0
3088465,220008,17,10.84,86.4,103.0
3088466,220008,17,10.87,86.4,103.0
3088467,220008,17,10.84,86.4,103.0
3088472,200008,26,10.77,222.0,175.0
3088474,200317,6,10.29,98.1,47.9
3088477,203165,1,10.3,,1490.0
3088478,206233,1,9.93,,18.0
3088491,204363,1,10.23,,81.4
3088493,209046,1,9.46,,4.42
3088496,204300,1,10.26,,88.1
3088549,101740,2,10.01,,30.3
3088550,107909,1,9.78,,8.4
3088576,203803,1,9.99,,200.0
3088578,200008,26,10.83,222.0,175.0
3088581,200044,18,10.83,286.0,282.0
3088585,206055,1,10.24,,19.5
3088592,203804,1,10.22,,200.0
3088606,200219,7,10.62,1.1,211.0
3088607,204429,1,9.96,,75.2
3088640,100087,12,10.7,125.0,285.0
3088687,103350,1,10.23,,1830.0
3088723,203186,1,10.23,,1360.0
3088728,201184,3,10.23,,85.8
3088729,206791,1,9.6,,13.1
3088730,204397,1,9.95,,79.2
3088750,100087,12,10.78,125.0,285.0
3088766,106414,1,9.68,,19.8
3088780,110883,1,9.19,,2.31
3088795,101434,2,10.36,,2560.0
3088836,102124,2,10.16,,169.0
3088845,206832,1,10.0,,12.7
3088862,205397,1,9.92,,29.7
3088865,102795,2,9.69,,5.81
3088894,100928,3,10.09,,18.2
3088949,200097,18,10.63,51.2,106.0
3088950,200097,18,10.63,51.2,106.0
3088957,200115,11,10.16,27.5,29.0
3088959,200115,11,10.26,27.5,29.0
3088963,205131,1,10.19,,36.8
3088964,203173,1,10.25,,1450.0
3088965,205653,1,9.68,,24.7
3088967,201608,2,10.15,,79.2
3088981,100196,11,10.47,83.9,114.0
3088986,100586,4,10.71,,3490.0
3089028,202843,2,9.98,,45.4
3089044,203741,1,10.09,,229.0
3089053,110338,1,9.29,,3.12
3089101,100225,7,11.02,2650.0,12000.0
3089105,206631,1,9.67,,14.2
3089130,203684,1,10.17,,254.0
3089131,200670,4,10.39,,90.5
3089132,200670,4,10.39,,90.5
3089166,100406,5,10.57,139.0,148.0
3089179,203881,1,10.28,,175.0
3089185,206676,1,9.59,,13.8
3089189,200072,14,10.6,68.2,103.0
3089194,211755,1,10.18,,0.657
3089199,203772,1,10.25,,211.0
3089204,200670,4,10.45,,90.5
3089212,109995,1,9.57,,3.68
3089235,103953,1,10.29,,260.0
3089251,104006,1,10.04,,202.0
3089272,200484,5,10.18,12.5,18.5
3089274,203461,1,10.08,,431.0
3089276,200877,3,10.22,,73.2
3089278,205016,1,9.9,,40.9
3089279,209561,1,9.27,,3.39
3089280,200021,29,10.72,721.0,882.0
3089282,200021,29,11.04,721.0,882.0
3089284,200754,4,10.28,,88.1
3089285,201130,3,10.23,,73.2
3089287,201130,3,10.26,,73.2
3089288,202107,2,10.32,,593.0
3089291,203715,1,10.34,,241.0
3089367,105392,1,9.87,,34.6
3089368,104086,1,10.22,,167.0
3089370,101455,2,10.28,,361.0
3089374,201410,2,10.42,,2050.0
3089385,203374,1,10.16,,577.0
3089386,220016,12,10.56,38.3,95.4
3089390,203664,1,10.11,,268.0
3089393,200021,29,10.98,721.0,882.0
3089398,203497,1,10.37,,388.0
3089402,200563,4,10.63,,677.0
3089403,200563,4,10.62,,677.0
3089404,200563,4,10.58,,677.0
3089478,203582,1,10.29,,322.0
3089489,210985,1,9.5,,1.42
3089500,104151,1,10.04,,188.0
3089521,103063,2,10.37,,494.0
3089522,105688,1,9.71,,31.5
3089540,210514,1,9.96,,1.95
3089543,200477,5,10.67,28.5,306.0
3089544,200477,5,10.67,28.5,306.0
3089564,200112,23,10.88,628.0,455.0
3089565,200112,23,10.81,628.0,455.0
3089567,204338,1,9.98,,83.6
3089609,100903,3,10.53,,3470.0
3089618,104650,1,9.9,,76.2
3089620,103387,1,10.31,,1500.0
3089637,200726,4,10.37,,85.8
3089639,204881,1,9.94,,46.7
3089640,201720,2,10.43,,1630.0
3089641,203774,1,9.99,,211.0
3089642,201682,2,10.41,,1150.0
3089653,201816,2,10.52,,1390.0
3089657,210556,1,9.26,,1.89
3089678,106688,1,9.84,,16.8
3089681,111357,1,9.98,,1.8
3089705,102628,2,10.14,,123.0
3089722,202405,2,10.14,,65.8
3089734,202068,2,10.12,,38.8
3089741,210901,1,9.15,,1.49
3089775,110047,1,9.46,,3.64
3089796,102761,2,10.66,,3780.0
3089797,104092,1,10.14,,191.0
3089807,103635,1,10.16,,578.0
3089808,100646,4,10.64,,715.0
3089838,200948,3,10.93,,10100.0
3089856,204910,1,9.9,,45.4
3089861,207241,1,10.16,,10.3
3089864,202746,2,9.75,,9.78
3089894,104306,1,9.97,,144.0
3089897,100209,8,10.49,29.1,93.8
3089914,102030,2,10.22,,29.4
3089921,100370,5,10.7,11800.0,3840.0
3089943,207167,1,9.9,,10.6
3089946,206160,1,9.71,,18.5
3089947,200526,5,10.32,9.54,51.9
3089956,101412,2,10.43,,1920.0
3089968,101780,2,10.4,,681.0
3090007,100181,8,10.74,142.0,461.0
3090017,103820,1,9.97,,319.0
3090023,208607,1,9.64,,5.46
3090025,206350,1,9.7,,16.6
3090033,203257,1,10.29,,930.0
3090034,200121,10,10.83,187.0,388.0
3090050,201977,2,10.31,,128.0
3090052,201516,3,10.84,,4820.0
3090055,208950,1,9.56,,4.54
3090060,201208,3,9.98,,18.0
3090063,204800,1,9.85,,50.5
3090066,102833,2,10.3,,157.0
3090067,109344,1,9.43,,5.0
3090108,100617,4,,,6670.0
3090116,100376,5,10.48,635.0,260.0
3090139,208075,1,9.89,,6.75
3090144,206719,1,9.79,,13.4
3090163,200894,3,10.9,,4100.0
3090168,202526,2,10.03,,34.0
3090176,206406,1,9.94,,16.2
3090180,202775,2,9.95,,14.6
3090185,100729,4,10.56,,105.0
3090186,100284,7,10.67,1820.0,1800.0
3090187,100284,7,10.94,1820.0,1800.0
3090188,100865,3,10.27,,131.0
3090192,103176,1,10.48,,8320.0
3090253,205965,1,9.76,,20.5
3090261,208091,1,9.9,,6.75
3090265,200056,15,10.91,624.0,837.0
3090269,211465,1,9.94,,0.927
3090282,201757,2,9.74,,12.4
3090290,205808,1,10.11,,22.8
3090291,201168,3,10.32,,128.0
3090295,201168,3,10.32,,128.0
3090304,204546,1,10.01,,65.8
3090305,200346,6,10.53,24.0,101.0
3090306,200346,6,10.53,24.0,101.0
3090309,208426,1,9.92,,5.76
3090313,203332,1,10.24,,695.0
3090382,100056,15,10.83,2590.0,3560.0
3090387,104646,1,9.97,,84.1
3090414,201764,2,9.44,,3.48
3090419,206620,1,9.73,,14.2
3090447,200147,9,10.66,373.0,519.0
3090449,205536,1,9.9,,26.8
3090454,209164,1,9.47,,4.19
3090462,209305,1,9.96,,3.87
3090467,203036,1,10.33,,3260.0
3090473,208636,1,9.93,,5.32
3090474,105813,1,9.74,,29.0
3090534,100056,15,10.89,2590.0,3560.0
3090547,200572,7,10.38,159.0,121.0
3090552,208197,1,9.44,,6.4
3090555,206346,1,9.94,,16.6
3090581,203853,1,10.07,,185.0
3090582,201278,3,9.93,,27.5
3090591,200397,5,10.57,499.0,162.0
3090594,210942,1,9.41,,1.45
3090595,207579,1,9.61,,8.8
3090596,103312,1,10.28,,2530.0
3090615,101403,2,10.35,,1000.0
3090634,103250,1,,,4050.0
3090677,200223,7,10.54,49.4,190.0
3090680,205021,1,9.77,,40.9
3090697,200357,6,10.57,56.9,388.0
3090698,200357,6,10.56,56.9,388.0
3090703,201754,2,9.78,,12.7
3090711,103271,1,10.36,,3390.0
3090712,100773,4,10.18,,45.0
3090740,104348,1,9.93,,148.0
3090780,104350,1,10.04,,126.0
3090791,101627,2,10.39,,441.0
3090804,200223,7,10.54,49.4,190.0
3090824,200375,6,10.4,8.31,56.2
3090831,201290,3,10.19,,45.4
3090832,206713,1,9.81,,13.4
3090833,101433,2,10.26,,194.0
3090875,103217,1,10.35,,4410.0
3090880,108174,1,9.66,,7.95
3090887,104237,1,10.02,,152.0
3090897,101609,2,9.82,,19.5
3090900,107198,1,9.81,,11.5
3090910,203288,1,10.25,,837.0
3090924,200623,4,10.37,,128.0
3090932,206846,1,9.63,,12.7
3090943,205609,1,9.83,,25.4
3090953,209340,1,9.92,,3.77
3090954,204619,1,9.87,,62.4
3090957,100608,4,10.3,,53.8
3091029,107325,1,9.72,,11.5
3091040,200868,3,10.28,,112.0
3091041,201372,3,9.92,,22.2
3091042,204374,1,10.02,,81.4
3091049,208667,1,9.86,,5.18
3091057,208346,1,9.47,,6.07
3091093,209617,1,10.55,,3.22
3091094,204927,1,9.98,,44.3
3091100,101555,2,10.01,,25.7
3091118,105521,1,9.88,,36.2
3091123,101486,2,10.41,,2890.0
3091126,100676,4,10.65,,1530.0
3091177,101669,2,10.41,,39.9
3091192,109024,1,10.15,,5.27
3091207,202083,2,9.76,,7.12
3091281,105462,1,9.76,,40.7
3091294,104109,1,9.97,,213.0
3091297,101946,2,10.14,,155.0
3091308,104580,1,9.95,,99.7
3091332,101451,2,10.31,,614.0
3091353,202386,2,10.02,,11.8
3091377,206935,1,9.56,,12.1
3091393,200198,8,10.33,20.2,39.8
3091394,201549,2,9.99,,37.8
3091399,200150,9,10.66,82.5,97.9
3091400,203296,1,10.21,,815.0
3091401,209100,1,9.56,,4.3
3091403,103740,1,10.08,,468.0
3091412,105033,1,9.95,,58.6
3091422,103845,1,10.13,,371.0
3091447,100437,5,10.34,25.3,42.6
3091464,108810,1,9.7,,6.18
3091489,100250,7,10.51,52.5,148.0
3091518,205913,1,9.8,,21.1
3091520,211845,1,9.02,,0.56
3091524,200803,5,10.57,6.36,235.0
3091525,200803,5,10.55,6.36,235.0
3091530,205368,1,9.81,,30.5
3091535,200076,13,10.81,205.0,519.0
3091541,204850,1,9.86,,47.9
3091544,204772,1,9.86,,51.9
3091545,208246,1,9.64,,6.24
3091548,207747,1,9.55,,7.92
3091550,200198,8,10.46,20.2,39.8
3091558,203942,1,10.12,,158.0
3091562,207186,1,9.66,,10.6
3091563,201783,2,10.53,,2200.0
3091575,105133,1,9.9,,53.2
3091583,109777,1,9.39,,4.28
3091587,109058,1,9.77,,5.85
3091611,100944,3,10.49,,692.0
3091613,100944,3,10.39,,692.0
3091626,105713,1,10.27,,29.5
3091641,202190,2,10.28,,146.0
3091642,202086,2,9.87,,12.1
3091653,209473,1,9.81,,3.48
3091656,200220,7,10.56,79.3,254.0
3091658,200102,11,10.68,958.0,420.0
3091660,200298,6,10.59,401.0,235.0
3091661,200076,13,10.77,205.0,519.0
3091666,200964,3,10.37,,121.0
3091674,206840,1,9.58,,12.7
3091675,209775,1,9.26,,3.05
3091690,201562,2,10.24,,15.3
3091692,200938,3,10.12,,21.1
3091694,200938,3,10.12,,21.1
3091709,108407,1,9.48,,7.66
3091765,200151,9,10.81,212.0,533.0
3091768,203308,1,10.2,,773.0
3091771,200300,7,10.6,284.0,2360.0
3091778,200832,3,10.46,,431.0
3091802,201095,3,9.88,,4.91
3091803,201095,3,9.88,,4.91
3091805,205110,1,9.83,,37.8
3091808,206123,1,10.11,,19.0
3091813,202872,2,10.11,,13.1
3091814,202872,2,10.11,,13.1
3091816,210185,1,9.3,,2.34
3091817,207102,1,9.9,,11.2
3091819,205443,1,9.76,,29.0
3091820,209145,1,9.4,,4.19
3091902,200300,7,10.91,284.0,2360.0
3091908,203250,1,10.19,,955.0
3091946,201068,5,10.88,6390.0,8180.0
3091947,201068,5,10.89,6390.0,8180.0
3091950,201068,5,10.89,6390.0,8180.0
3091958,209550,1,9.91,,3.39
3091959,207907,1,9.49,,7.51
3091960,207497,1,9.58,,9.04
3091966,104710,1,9.96,,81.9
3092019,104231,1,10.1,,156.0
3092028,208344,1,9.92,,6.07
3092039,203388,1,10.08,,533.0
3092060,206860,1,9.75,,12.4
3092073,200300,7,10.91,284.0,2360.0
3092080,200124,10,10.71,359.0,480.0
3092103,203065,1,10.26,,2590.0
3092115,209874,1,10.5,,2.82
3092117,200252,7,10.57,6.51,158.0
3092118,200252,7,10.66,6.51,158.0
3092119,200252,7,10.66,6.51,158.0
3092121,202228,2,9.9,,8.13
3092123,205382,1,10.24,,30.5
3092126,205475,1,9.72,,28.2
3092133,208597,1,9.73,,5.46
3092143,104873,1,9.87,,74.1
3092200,104685,1,10.1,,75.0
3092206,204507,1,10.22,,69.4
3092223,203140,1,10.36,,1630.0
3092232,204824,1,9.86,,49.2
3092250,205474,1,10.24,,28.2
3092267,210834,1,9.17,,1.57
3092273,201600,2,9.81,,9.78
3092275,200844,3,10.85,,6060.0
3092277,200252,7,10.66,6.51,158.0
3092283,201300,3,10.12,,27.5
3092284,205909,1,9.69,,21.1
3092285,206368,1,9.66,,16.6
3092290,101296,3,10.19,,94.5
3092324,105878,1,9.76,,29.7
3092342,101005,3,10.46,,72.2
3092375,203493,1,10.15,,399.0
3092403,204853,1,9.93,,47.9
3092425,110762,1,9.98,,2.38
3092429,207122,1,9.58,,10.9
3092430,203810,1,10.16,,200.0
3092438,205283,1,10.0,,33.1
3092439,208306,1,9.74,,6.07
3092443,207845,1,10.31,,7.71
3092474,202394,2,9.66,,8.13
3092479,202583,2,9.91,,10.0
3092498,107482,1,9.97,,10.7
3092505,211224,1,9.58,,1.18
3092565,200519,5,10.48,14.8,112.0
3092574,203259,1,10.13,,930.0
3092582,100144,9,10.34,54.0,48.3
3092619,203125,1,10.41,,1870.0
3092620,208150,1,9.53,,6.58
3092648,102556,2,9.92,,9.67
3092693,204654,1,10.15,,60.8
3092716,100411,5,10.49,2.13,106.0
