PGC,Nest,Nmb,logpK,Mvir,Mlum
84665,110575,1,9.21,,2.58
84671,103838,1,10.01,,298.0
84678,102268,2,9.65,,6.12
84686,106625,1,9.84,,15.7
84753,112062,1,8.94,,0.955
84830,100054,15,11.16,8860.0,9370.001
84885,207304,1,9.85,,10.0
84899,200004,66,11.06,289.0,331.0
84904,200004,66,11.06,289.0,331.0
84913,203369,1,10.18,,593.0
84948,201136,3,10.15,,40.9
85035,201919,2,10.17,,79.2
85041,200009,52,11.45,3560.0,11100.001
85054,203683,1,10.15,,254.0
85056,201634,2,10.33,,40.9
85067,200064,14,10.73,616.0,548.0
85086,200422,7,10.71,1590.0,1030.0
85089,200064,14,10.83,616.0,548.0
85091,200422,7,10.71,1590.0,1030.0
85093,204712,1,9.87,,56.2
85125,200064,14,10.93,616.0,548.0
85138,200055,16,10.84,872.0,562.0
85141,200422,7,10.72,1590.0,1030.0
85142,200064,14,10.93,616.0,548.0
85146,200422,7,10.72,1590.0,1030.0
85148,200422,7,10.72,1590.0,1030.0
85158,200064,14,10.74,616.0,548.0
85188,200370,6,10.22,3.48,12.4
85231,200172,8,10.86,1590.0,2900.0
85364,200151,9,10.85,212.0,533.0
85495,203170,1,10.39,,1490.0
85547,200016,36,11.16,488.0,815.0
85558,200016,36,11.14,488.0,815.0
85663,200102,11,10.72,958.0,420.0
85699,200102,11,10.72,958.0,420.0
85786,200031,22,10.94,235.0,378.0
85815,200031,22,10.94,235.0,378.0
85833,207608,1,10.19,,8.57
85841,200031,22,10.94,235.0,378.0
85872,200825,3,10.58,,3040.0
85882,200825,3,10.55,,3040.0
85926,210209,1,9.73,,2.34
85933,211002,1,,,1.42
85936,210466,1,,,2.0
85951,112502,1,8.81,,0.545
85954,104479,1,9.88,,118.0
85957,106083,1,9.85,,24.4
85976,104041,1,10.05,,243.0
85977,106883,1,9.63,,15.8
85984,112803,1,8.54,,0.277
85985,104561,1,9.98,,107.0
85987,110950,1,9.76,,2.37
85993,102837,2,9.73,,6.06
86000,202115,2,9.81,,13.8
86003,200113,11,10.38,46.3,25.4
86013,209288,1,9.51,,3.87
86014,200847,3,10.34,,124.0
86020,203950,1,9.98,,154.0
86025,207802,1,9.89,,7.71
86032,206955,1,9.65,,12.1
86038,202491,2,9.82,,6.24
86044,210307,1,,,2.22
86045,202874,2,,,10.9
86052,201145,3,9.87,,1.42
86177,109987,1,9.41,,3.84
86190,102928,2,9.4,,3.01
86221,111540,1,9.09,,1.62
86228,109767,1,9.4,,4.36
86258,108523,1,9.51,,7.36
86266,202030,2,9.46,,3.3
86269,202830,2,9.58,,3.58
86271,200955,3,9.88,,14.6
86273,201384,3,9.93,,8.57
86274,202550,2,9.78,,5.61
86277,202564,2,9.99,,21.1
86278,202566,2,9.81,,11.2
86282,211576,1,9.18,,0.834
86285,207384,1,9.91,,9.53
86290,102297,2,8.89,,0.768
86291,110690,1,,,2.4
86292,100630,4,10.21,,21.0
86310,100011,45,11.05,193.0,319.0
86311,100011,45,11.05,193.0,319.0
86313,100012,43,10.89,165.0,226.0
86314,100012,43,10.94,165.0,226.0
86316,100012,43,10.94,165.0,226.0
86319,100012,43,10.84,165.0,226.0
86320,100012,43,10.94,165.0,226.0
86612,105327,1,10.09,,43.5
86637,104764,1,10.09,,77.5
86685,107277,1,9.69,,12.6
86686,100018,30,10.96,174.0,359.0
86810,205616,1,9.92,,25.4
87125,103141,2,10.03,,39.2
87137,204556,1,10.04,,65.8
87158,201358,3,10.22,,15.8
87159,200191,8,10.32,63.2,56.2
87160,208365,1,9.77,,5.92
87161,202851,2,9.78,,10.6
87162,209635,1,9.82,,3.22
87177,107270,1,9.63,,11.5
87233,200213,7,10.71,1640.0,1790.0
87319,104341,1,9.92,,158.0
87323,200318,6,10.87,352.0,2770.0
87325,203044,1,10.26,,2970.0
87336,105873,1,10.15,,30.0
87355,102228,2,9.75,,10.5
87357,107879,1,9.54,,9.89
87365,110597,1,9.42,,2.75
87368,100778,4,10.08,,34.2
87371,101741,2,9.82,,4.75
87373,101052,3,9.78,,4.63
87377,100706,4,10.22,,9.47
87378,100706,4,10.22,,9.47
87379,109219,1,9.6,,5.14
87382,101623,2,9.99,,36.1
87387,109569,1,9.87,,4.01
87395,211427,1,9.52,,0.977
87406,107363,1,9.74,,11.8
87414,201373,3,9.55,,1.8
87415,211319,1,9.21,,1.09
87416,202286,2,10.59,,1180.0
87431,200389,5,10.84,5460.0,3410.0
87432,200389,5,10.84,5460.0,3410.0
87441,201426,2,10.43,,955.0
87458,100221,7,10.7,13900.0,3090.0
87665,201377,3,9.49,,2.97
87666,202087,2,9.93,,5.61
87674,100977,3,10.09,,33.3
87735,210339,1,9.26,,2.16
87769,207522,1,9.7,,9.04
87816,211252,1,9.16,,1.15
87840,200387,5,10.39,11800.0,4710.0
87843,211774,1,8.81,,0.623
87867,203737,1,10.05,,229.0
87900,201225,3,9.58,,2.34
87923,201066,3,9.96,,9.28
87942,211232,1,9.43,,1.18
87951,207166,1,9.7,,10.6
87975,208399,1,9.63,,5.92
88037,207503,1,9.58,,9.04
88097,200931,3,10.6,,2310.0
88109,203479,1,10.19,,409.0
88237,201401,2,10.51,,1560.0
88253,200144,11,10.96,6310.0,3920.0
88259,200144,11,10.96,6310.0,3920.0
88263,200144,11,10.96,6310.0,3920.0
88269,205525,1,10.0,,27.5
88275,200007,54,11.16,686.0,1300.0
88351,202403,2,10.35,,175.0
88356,200090,12,10.72,206.0,282.0
88454,202133,2,10.25,,79.2
88492,200822,3,10.81,,837.0
88527,200026,26,11.1,6830.0,7400.0
88548,200026,26,11.2,6830.0,7400.0
88601,106224,1,9.7,,25.2
88639,107575,1,9.84,,11.5
88648,101572,2,9.95,,26.4
88650,109297,1,10.04,,5.32
88657,100592,4,10.18,,28.8
88665,106907,1,9.62,,16.1
88666,102482,2,10.59,,0.828
88699,107008,1,9.62,,15.3
88701,101007,3,10.61,,480.0
88702,100840,3,10.42,,314.0
88703,100251,7,10.41,53.2,55.9
88705,112372,1,10.08,,0.7
88820,102491,2,9.6,,7.63
88821,110717,1,9.99,,2.68
88831,108574,1,9.49,,7.19
88833,101111,3,9.96,,13.3
88836,100392,5,10.33,209.0,74.2
88839,100010,55,11.57,3710.0,10400.0
88847,100010,55,11.59,3710.0,10400.0
88857,100010,55,11.59,3710.0,10400.0
88889,100010,55,11.52,3710.0,10400.0
88899,100268,7,10.52,17.9,141.0
88903,104898,1,9.94,,71.5
88922,107084,1,9.72,,13.8
88925,106570,1,9.88,,19.0
88939,100012,43,10.89,165.0,226.0
88943,102282,2,10.11,,59.9
88946,100012,43,10.94,165.0,226.0
88956,107134,1,9.58,,13.7
88959,101526,2,9.98,,18.8
88962,100043,18,10.77,224.0,153.0
88965,101226,3,10.11,,18.9
88969,100753,4,10.07,,28.2
88975,102977,2,10.1,,9.46
88978,110821,1,9.88,,2.49
88982,108742,1,9.65,,6.47
88983,100253,7,10.61,11.3,213.0
88985,110103,1,9.56,,3.58
88991,205184,1,10.18,,34.9
89001,203548,1,10.28,,349.0
89003,210789,1,9.32,,1.62
89005,201508,2,10.12,,67.6
89007,100957,3,10.28,,106.0
89010,100407,5,10.86,111.0,98.0
89011,100957,3,10.27,,106.0
89012,100407,5,10.71,111.0,98.0
89014,108568,1,9.65,,6.46
89015,100009,66,10.89,1760.0,1630.0
89028,200352,11,10.42,17.9,46.7
89032,200861,3,,,7290.0
89043,200458,5,10.47,84.7,138.0
89045,200039,20,10.76,91.7,135.0
89046,210396,1,9.56,,2.11
89048,211919,1,9.68,,0.478
89052,200704,4,10.19,,10.3
89055,201072,3,10.44,,6.75
89056,200927,3,10.15,,75.2
89058,200927,3,10.12,,75.2
89167,204781,1,9.84,,51.9
89171,200156,9,10.37,94.2,77.2
89176,200559,4,10.76,,1490.0
89233,209935,1,9.93,,2.74
89420,206352,1,10.24,,16.6
89427,200287,6,10.65,3020.0,1330.0
89430,206740,1,9.69,,13.1
89501,209028,1,9.47,,4.42
89760,101238,3,10.39,,125.0
89767,100011,45,11.05,193.0,319.0
89774,104338,1,10.31,,140.0
89777,100011,45,11.05,193.0,319.0
89806,100012,43,10.89,165.0,226.0
89821,100473,5,10.4,7.85,137.0
89827,100012,43,10.94,165.0,226.0
89829,100012,43,10.94,165.0,226.0
89831,100012,43,10.94,165.0,226.0
89857,100012,43,10.94,165.0,226.0
89859,100638,4,10.57,,220.0
89867,100012,43,10.85,165.0,226.0
89874,106197,1,9.86,,19.3
89883,200053,16,10.53,53.9,79.2
89884,208571,1,9.77,,5.46
89890,210794,1,9.15,,1.62
89891,207369,1,9.77,,9.53
89892,102377,2,10.23,,125.0
89894,209108,1,9.64,,4.3
89898,204051,1,9.98,,131.0
89901,203931,1,10.06,,162.0
89907,209000,1,9.78,,4.54
89908,101421,2,10.42,,1690.0
89916,201739,2,10.06,,16.6
89923,211527,1,9.38,,0.879
89924,209530,1,9.45,,3.39
89926,200191,8,10.42,63.2,56.2
89927,202428,2,9.94,,21.1
89928,203584,1,10.08,,322.0
89930,200034,21,10.88,840.0,455.0
89936,201293,3,9.9,,15.8
89942,110652,1,9.68,,2.45
89944,200001,180,11.3,1630.0,1210.0
89945,201539,2,10.25,,62.4
89946,107900,1,9.82,,8.09
89947,200137,18,10.5,146.0,83.6
89950,208657,1,9.46,,5.32
89953,204586,1,9.9,,64.1
89955,210138,1,9.65,,2.4
89957,200049,16,10.89,1020.0,593.0
89958,200511,5,10.51,6.14,106.0
89963,208933,1,9.49,,4.66
89966,108845,1,9.79,,5.53
89967,209333,1,9.38,,3.77
89970,209510,1,9.64,,3.48
89972,206772,1,10.03,,13.1
89973,110057,1,9.32,,3.29
89976,112927,1,9.86,,0.155
89978,201438,2,10.41,,349.0
89980,102335,2,9.87,,6.17
89981,202809,2,9.81,,8.35
89982,107428,1,9.78,,10.2
89984,100321,6,10.28,29.6,27.6
89987,201966,2,10.03,,12.7
89988,100321,6,10.28,29.6,27.6
89989,108271,1,9.54,,7.13
89991,201160,3,9.98,,15.3
89996,209833,1,9.6,,2.89
89999,210342,1,9.58,,2.16
90000,207536,1,9.55,,9.04
90001,211495,1,9.16,,0.903
90002,108442,1,9.74,,6.59
90006,201060,3,9.87,,9.04
90007,209133,1,9.73,,4.19
90008,107857,1,9.52,,8.72
90010,203192,1,10.34,,1300.0
90012,209860,1,9.32,,2.89
90015,111099,1,9.22,,1.94
90017,201737,2,10.24,,31.4
90020,209999,1,10.47,,2.67
90023,210690,1,9.23,,1.75
90026,201840,2,9.82,,4.3
90027,207959,1,9.53,,7.31
90028,204611,1,9.97,,62.4
90030,207259,1,10.04,,10.3
90031,201182,3,10.36,,21.7
90032,108228,1,9.65,,7.59
90033,211723,1,9.83,,0.674
90034,211848,1,8.89,,0.56
90036,210337,1,9.29,,2.16
90037,208529,1,9.52,,5.61
90038,209628,1,9.35,,3.22
90042,105116,1,10.02,,47.6
90044,107768,1,10.17,,9.52
90046,209532,1,9.36,,3.39
90048,201297,3,10.31,,124.0
90050,107866,1,9.63,,8.61
90052,209082,1,9.46,,4.3
90053,101445,2,10.4,,1980.0
90054,201074,3,10.3,,43.1
90059,100016,35,10.75,3520.0,1670.0
90060,109792,1,9.68,,4.08
90062,105874,1,9.94,,26.8
90063,200398,11,10.57,476.0,131.0
90065,102116,2,10.34,,67.9
90071,111788,1,9.07,,1.25
90078,205057,1,9.81,,39.8
90082,108736,1,9.74,,6.42
90088,209223,1,9.42,,4.08
90089,110467,1,9.65,,2.95
90090,110296,1,9.3,,3.33
90091,109645,1,9.95,,4.28
90092,105753,1,9.85,,32.8
90096,101430,2,10.34,,1610.0
90099,106467,1,9.73,,20.1
90106,212036,1,9.47,,0.358
90107,100686,4,10.18,,31.2
90108,202498,2,9.95,,5.46
90115,107390,1,9.62,,12.6
90117,209856,1,9.58,,2.89
90119,210114,1,9.39,,2.47
90124,106245,1,9.69,,24.6
90126,111284,1,9.5,,1.94
90131,211762,1,8.97,,0.64
90132,209526,1,9.47,,3.39
90134,100162,9,10.53,15.1,75.0
90141,202358,2,9.55,,4.66
90145,205515,1,9.81,,27.5
90146,112873,1,8.86,,0.21
90148,104266,1,10.01,,175.0
90150,102865,2,10.03,,5.82
90154,208926,1,9.74,,4.66
90155,102311,2,10.18,,30.2
90160,110794,1,9.61,,2.61
90161,102332,2,9.87,,16.0
90162,106316,1,9.7,,23.0
90165,100885,3,10.15,,31.6
90166,100885,3,10.15,,31.6
90167,109247,1,9.92,,5.17
90169,110286,1,9.8,,3.31
90170,112795,1,8.87,,0.279
90172,105846,1,9.81,,28.9
90173,111265,1,9.35,,1.94
90177,100088,12,10.54,58.4,68.9
90179,106887,1,9.78,,15.8
90180,109000,1,9.83,,5.83
90183,113014,1,9.61,,0.082
90184,108864,1,9.46,,6.19
90187,110021,1,9.61,,3.57
90188,109876,1,10.2,,3.82
90190,105540,1,9.73,,37.3
90194,106994,1,9.79,,14.4
90195,108353,1,9.67,,7.82
90197,110027,1,9.91,,3.67
90199,104067,1,10.0,,220.0
90200,109343,1,9.49,,4.87
90201,100504,5,10.57,3.41,69.6
90202,106668,1,10.06,,16.9
90204,205461,1,9.87,,28.2
90205,102611,2,10.21,,20.4
90206,206421,1,9.86,,16.2
90207,102013,2,9.8,,5.53
90210,104396,1,10.26,,119.0
90212,106271,1,9.68,,21.7
90215,110655,1,9.29,,2.64
90216,101147,3,10.18,,31.4
90217,110419,1,9.34,,2.97
90218,101492,2,10.47,,55.1
90230,101221,3,10.23,,32.2
90231,200002,167,11.09,1820.0,1270.0
90232,108863,1,10.06,,5.97
90236,111960,1,9.4,,1.07
90239,109964,1,9.49,,3.61
90242,109493,1,9.76,,4.51
90243,200002,167,11.19,1820.0,1270.0
90252,109787,1,10.17,,3.93
90256,102552,2,9.94,,14.2
90259,200094,12,10.51,87.4,59.2
90262,200094,12,10.48,87.4,59.2
90264,100363,6,10.39,9.11,59.7
90265,100363,6,10.45,9.11,59.7
90266,107010,1,9.82,,13.3
90271,107503,1,9.56,,10.6
90273,100141,9,10.74,99.5,185.0
90277,102539,2,9.94,,19.0
90281,211291,1,9.61,,1.12
90285,108516,1,9.57,,6.43
90286,109891,1,9.48,,3.56
90289,110479,1,9.32,,2.7
90296,202877,2,9.48,,1.38
90298,211913,1,9.2,,0.478
90306,206043,1,9.79,,20.0
90310,202922,2,10.19,,69.4
90313,210944,1,9.12,,1.45
90314,205048,1,9.76,,39.8
90318,202204,2,10.16,,21.7
90320,102946,2,,,4.59
90325,208524,1,9.77,,5.61
90326,100757,4,9.97,,8.88
90331,100757,4,9.97,,8.88
90333,211747,1,9.24,,0.657
90334,211033,1,9.24,,1.38
90337,202392,2,9.83,,17.1
90340,200489,5,10.31,2.84,43.1
90341,200489,5,10.31,2.84,43.1
90343,210215,1,9.24,,2.28
90344,205607,1,9.76,,25.4
90345,206786,1,9.77,,13.1
90353,209193,1,9.64,,4.08
90358,211184,1,9.12,,1.21
90359,112833,1,8.9,,0.246
90361,205907,1,9.66,,21.1
90362,200797,7,10.13,5.65,18.0
90365,200943,3,10.02,,19.0
90366,207568,1,9.76,,8.8
90367,205799,1,9.86,,22.8
90368,207640,1,9.74,,8.57
90369,208158,1,9.63,,6.58
90370,201109,3,10.31,,92.9
90372,208601,1,9.53,,5.46
90373,109913,1,9.28,,3.36
90374,211501,1,8.99,,0.903
90375,205769,1,9.74,,23.4
90388,210873,1,9.4,,1.53
90392,211236,1,9.58,,1.18
90395,204662,1,10.07,,59.2
90397,207089,1,9.6,,11.2
90401,205953,1,9.76,,21.1
90405,211947,1,8.77,,0.442
90412,205835,1,9.72,,22.2
90414,206068,1,9.72,,19.5
90415,209761,1,9.37,,3.05
90423,206806,1,9.85,,12.7
90426,202736,2,9.45,,4.66
90431,200016,36,11.11,488.0,815.0
90436,206684,1,9.68,,13.4
90441,203978,1,10.1,,146.0
90447,206485,1,9.69,,15.3
90451,200308,6,10.71,218.0,431.0
90482,202741,2,10.2,,83.6
90568,201533,2,9.9,,29.0
90625,202791,2,10.04,,26.8
90635,206438,1,10.23,,15.8
90650,202118,2,9.91,,19.5
90655,208608,1,9.4,,5.46
90680,206221,1,10.11,,18.0
90684,201796,2,9.94,,21.1
90687,201290,3,10.19,,45.4
90696,205001,1,9.89,,42.0
90705,200919,4,10.47,,77.2
90710,202444,2,9.96,,18.0
90712,200879,3,10.45,,124.0
90713,200793,4,10.56,,124.0
90748,109026,1,9.73,,5.29
90760,110252,1,9.33,,3.06
90778,108468,1,9.55,,7.23
90872,111744,1,9.11,,1.33
90913,100178,8,10.66,145.0,243.0
90962,100197,8,10.73,39.7,235.0
90982,100362,6,10.15,4.78,19.6
90987,107401,1,9.8,,12.1
91070,100683,4,10.32,,46.5
91073,104911,1,10.11,,66.8
91081,100105,11,10.79,53.4,206.0
91174,103095,2,10.31,,60.6
91238,100228,7,10.72,835.0,547.0
91309,100235,7,10.45,152.0,96.8
91314,100305,6,10.57,61.6,93.1
91335,106354,1,10.09,,20.0
91358,112125,1,9.36,,0.916
91362,104638,1,10.14,,86.3
91376,101480,2,10.06,,53.9
91385,106886,1,9.66,,15.1
91442,109558,1,9.86,,4.45
91572,100498,5,10.36,13.1,90.4
91580,107254,1,10.22,,11.5
91593,100084,12,10.63,178.0,156.0
91606,108842,1,9.8,,5.55
91645,102855,4,10.19,,26.5
91675,210917,1,9.95,,1.49
91742,112909,1,8.85,,0.162
91761,200971,3,10.16,,14.9
91771,210734,1,9.51,,1.66
91803,200543,5,10.33,2.88,62.4
91839,210515,1,9.52,,1.95
92036,203924,1,10.1,,162.0
92126,205567,1,10.25,,26.1
92139,200459,5,10.47,61.3,241.0
92308,111902,1,9.28,,1.18
92481,209201,1,9.44,,4.08
92488,211439,1,9.91,,0.952
92492,113092,1,,,0.006
92497,200175,10,10.75,267.0,467.0
92773,201045,3,10.2,,38.8
92845,208056,1,9.48,,6.93
92869,201290,3,10.19,,45.4
92870,110595,1,9.56,,2.47
92875,204983,1,10.06,,42.0
92877,201438,2,10.41,,349.0
92933,101541,2,10.28,,184.0
92998,101272,5,10.41,32.0,77.0
93003,102919,2,10.1,,25.4
93023,203313,1,10.07,,752.0
93078,201474,2,10.5,,2250.0
93085,111146,1,9.44,,1.96
93092,101883,2,10.32,,42.6
93095,102617,2,9.77,,8.83
93096,106796,1,9.91,,14.8
93106,100886,3,10.37,,45.9
93123,105705,1,10.07,,27.2
93126,100142,12,10.73,150.0,240.0
93131,109192,1,9.43,,5.03
93133,107860,1,9.52,,9.03
93134,110420,1,9.51,,2.78
93135,100421,5,10.59,7.92,88.0
93282,203011,1,,,5040.0
93509,200004,66,11.04,289.0,331.0
93522,200004,66,11.06,289.0,331.0
93525,200004,66,11.06,289.0,331.0
93526,200004,66,11.06,289.0,331.0
93534,200004,66,11.06,289.0,331.0
93536,211299,1,9.1,,1.12
93543,207492,1,9.55,,9.28
93556,204108,1,10.02,,118.0
93561,200004,66,11.03,289.0,331.0
93565,200004,66,11.03,289.0,331.0
93571,200004,66,11.03,289.0,331.0
93574,200004,66,10.94,289.0,331.0
93579,203923,1,10.08,,162.0
93724,107017,1,10.01,,14.1
93775,100809,3,10.65,,3640.0
93790,103413,1,10.32,,1530.0
93895,200016,36,11.11,488.0,815.0
93901,201419,2,10.48,,1390.0
93921,200016,36,11.14,488.0,815.0
93924,200016,36,11.14,488.0,815.0
93961,200548,4,10.86,,4200.0
93962,200548,4,10.87,,4200.0
93971,100118,10,10.74,168.0,269.0
93974,100029,29,10.96,314.0,294.0
93977,200032,22,10.77,145.0,142.0
93979,200032,22,10.77,145.0,142.0
93980,200032,22,10.77,145.0,142.0
93990,200128,10,10.75,58.5,235.0
93992,200128,10,10.75,58.5,235.0
93999,200320,6,10.44,12.0,92.9
94000,200320,6,10.44,12.0,92.9
94001,200320,6,10.44,12.0,92.9
94023,101401,2,,,3620.0
94039,100001,136,11.37,1590.0,1710.0
94040,112095,1,8.98,,0.945
94090,200106,11,10.86,269.0,659.0
94096,200106,11,10.84,269.0,659.0
94105,200106,11,10.84,269.0,659.0
94177,100611,4,10.64,,371.0
94189,108779,1,9.45,,6.28
94197,100077,18,10.9,30900.0,10500.0
94212,100186,8,10.53,82.5,104.0
94231,100798,5,10.81,14000.0,10100.0
94244,100798,5,10.82,14000.0,10100.0
94252,108932,1,9.65,,6.05
94297,200102,11,10.71,958.0,420.0
94330,100005,61,11.26,540.0,673.0
94747,100046,19,10.78,923.0,546.0
94836,206833,1,9.68,,12.7
94844,203023,2,10.69,,5040.0
94850,200503,5,10.22,6.18,23.4
94855,203148,1,10.2,,1600.0
94877,207463,1,9.96,,9.28
94880,204815,1,9.82,,50.5
94895,210593,1,9.63,,1.84
94896,204738,1,9.96,,54.7
94969,200118,10,11.02,7140.0,4710.0
94998,201521,2,10.36,,548.0
95007,204162,1,9.89,,109.0
95018,202251,2,10.19,,18.5
95124,203318,1,10.3,,733.0
95164,203809,1,10.01,,200.0
95189,201098,3,10.15,,18.5
95203,208305,1,9.47,,6.07
95211,200185,8,10.68,85.1,175.0
95217,202850,2,10.06,,28.2
95238,209338,1,9.62,,3.77
95258,200966,3,10.66,,1180.0
95262,206885,1,9.62,,12.4
95267,200295,7,10.61,468.0,247.0
95268,201298,3,10.29,,101.0
95270,207068,1,9.66,,11.2
95281,200611,4,10.12,,34.9
95284,203341,1,10.11,,677.0
95286,203717,1,10.11,,241.0
95299,203118,1,,,1920.0
95378,200746,4,10.05,,16.6
95400,200095,12,10.63,95.6,409.0
95403,200400,5,10.47,451.0,206.0
95419,201487,2,10.44,,506.0
95505,200148,9,10.97,307.0,1520.0
95507,202684,2,10.21,,64.1
95508,200147,9,10.66,373.0,519.0
95513,200885,3,10.38,,135.0
95514,200122,24,10.86,923.0,752.0
95515,200040,19,10.91,436.0,420.0
95517,200040,19,10.91,436.0,420.0
95519,200046,18,10.89,357.0,431.0
95521,203558,1,10.29,,340.0
95522,200116,11,10.76,52.4,211.0
95523,202242,2,10.61,,3830.0
95527,200027,25,11.06,1050.0,837.0
95528,200027,25,11.06,1050.0,837.0
95530,200027,25,11.04,1050.0,837.0
95532,200086,12,10.8,206.0,268.0
95533,200731,4,10.59,,254.0
95534,201236,3,10.44,,254.0
95536,100052,16,10.83,70.3,285.0
95537,101475,2,10.48,,1630.0
95542,100850,3,10.57,,199.0
95546,100067,31,10.97,1290.0,1300.0
95554,102485,2,10.43,,217.0
95560,100145,9,10.76,61.1,414.0
95561,100025,23,11.08,386.0,771.0
95562,100025,23,11.08,386.0,771.0
95565,100096,11,10.7,342.0,177.0
95567,100381,5,10.49,90.6,113.0
95568,100381,5,10.49,90.6,113.0
95569,200566,4,10.62,,695.0
95570,200566,4,10.62,,695.0
95572,200123,10,10.53,178.0,90.5
95574,200103,11,10.88,677.0,733.0
95588,201741,2,10.37,,275.0
95590,113021,1,8.67,,0.078
95731,200103,11,10.88,677.0,733.0
95752,200285,8,10.97,5630.0,2970.0
95944,100024,24,11.15,876.0,1420.0
95968,100024,24,11.15,876.0,1420.0
95981,100024,24,11.15,876.0,1420.0
95982,107138,1,9.89,,13.7
95983,100024,24,11.15,876.0,1420.0
95987,100024,24,11.15,876.0,1420.0
95991,100024,24,11.15,876.0,1420.0
95993,100024,24,11.15,876.0,1420.0
95995,100024,24,11.1,876.0,1420.0
96004,100024,24,11.15,876.0,1420.0
96013,200830,3,10.59,,3260.0
96019,200050,16,10.85,344.0,290.0
96020,200050,16,10.85,344.0,290.0
96021,200050,16,10.85,344.0,290.0
96022,200050,16,10.85,344.0,290.0
96023,200050,16,10.85,344.0,290.0
96024,200050,16,10.85,344.0,290.0
96025,200050,16,10.85,344.0,290.0
96026,200050,16,10.85,344.0,290.0
96027,200872,3,10.67,,859.0
96028,205468,1,9.86,,28.2
96036,201426,2,10.43,,955.0
96039,200216,7,10.69,279.0,254.0
96040,200216,7,10.69,279.0,254.0
96054,100798,5,10.76,14000.0,10100.0
96365,200595,4,10.16,,36.8
96373,202980,2,10.33,,62.4
96382,200679,4,10.17,,24.7
96393,207893,1,9.51,,7.51
96409,112157,1,9.54,,0.877
96418,103776,1,10.09,,480.0
96423,108732,1,9.47,,6.81
96425,210656,1,9.57,,1.8
96426,200483,5,10.22,27.0,29.7
96427,109341,1,9.98,,5.17
96433,109896,1,9.9,,3.9
96437,105943,1,9.98,,28.3
96443,102411,2,10.04,,40.2
96447,100686,4,10.18,,31.2
96450,110499,1,9.57,,2.97
96457,201224,3,9.84,,6.4
96462,112677,1,9.12,,0.393
96468,100690,4,10.18,,25.6
96472,211923,1,9.6,,0.466
96473,111925,1,9.24,,1.16
96481,210137,1,9.79,,2.47
96483,208887,1,9.59,,4.79
96484,100330,6,10.15,33.5,17.9
96485,106455,1,9.79,,20.4
96486,102395,2,9.87,,13.9
96487,100029,29,10.96,314.0,294.0
96488,209852,1,9.27,,2.89
96492,100521,5,10.06,0.923,10.1
96493,100427,5,10.29,1.13,28.2
96499,208256,1,9.46,,6.24
96503,110464,1,9.3,,3.01
96509,104023,1,10.14,,255.0
96510,110792,1,9.76,,2.53
96513,111175,1,9.93,,2.05
96518,102829,2,10.19,,3.02
96519,108491,1,9.69,,7.41
96524,102022,2,9.79,,9.09
96527,100778,4,10.11,,34.2
96534,109279,1,9.46,,5.26
96536,201141,3,10.05,,15.8
96538,100088,12,10.54,58.4,68.9
96539,106857,1,9.66,,16.2
96541,101052,3,9.78,,4.63
96546,111544,1,9.39,,1.58
96549,103263,1,,,3690.0
96552,108891,1,9.44,,6.15
96553,100748,4,9.6,,3.8
96558,100170,8,10.71,44.8,411.0
96561,100739,4,9.97,,10.9
96563,102517,2,10.29,,14.7
96566,106923,1,10.09,,15.1
96569,202076,2,9.39,,1.15
96572,202494,2,9.77,,1.84
96574,100190,8,10.65,10.4,132.0
96577,200002,167,11.09,1820.0,1270.0
96581,100825,3,10.38,,413.0
96588,202652,2,9.48,,1.75
96594,100957,3,10.27,,106.0
96597,207390,1,9.73,,9.53
96598,211911,1,8.73,,0.491
96599,201063,3,9.81,,9.28
96601,200604,4,10.1,,32.2
96605,208906,1,10.04,,4.66
96607,202783,2,9.94,,9.28
97011,200001,180,11.29,1630.0,1210.0
97013,202678,2,10.01,,11.5
97015,202292,2,10.06,,12.7
97017,202292,2,10.06,,12.7
97018,200114,11,10.49,44.6,57.7
97019,201798,2,10.3,,124.0
97020,200096,12,10.46,58.3,56.2
97021,202811,2,9.82,,5.76
97023,202811,2,9.82,,5.76
97024,200096,12,10.48,58.3,56.2
97026,208425,1,9.41,,5.76
97030,202853,2,10.0,,8.8
97035,200523,5,10.39,7.38,22.8
97037,203570,1,10.25,,331.0
97039,210216,1,9.8,,2.34
97041,206696,1,9.7,,13.4
97043,207973,1,9.44,,7.12
97047,202809,2,9.81,,8.35
97055,211997,1,8.7,,0.383
97062,201921,2,9.68,,5.92
97063,211573,1,9.56,,0.834
97067,111596,1,9.14,,1.38
97068,200821,4,10.78,,2050.0
97069,101795,2,10.25,,33.7
97070,110424,1,9.79,,2.73
97071,202971,2,10.11,,34.9
97072,204754,1,9.95,,53.3
97073,109033,1,10.01,,5.14
97074,207232,1,9.83,,10.3
97079,200480,5,10.1,16.3,20.0
97080,201085,3,9.91,,9.78
97081,200480,5,10.17,16.3,20.0
97082,111506,1,9.68,,1.48
97084,207777,1,9.56,,7.92
97085,200178,8,10.33,90.2,45.4
97087,208560,1,9.42,,5.46
97088,202763,2,9.94,,10.0
97093,102719,2,9.75,,10.0
97095,106150,1,9.86,,20.8
97096,107648,1,9.66,,9.4
97103,211567,1,8.96,,0.834
97104,111716,1,9.84,,1.26
97109,101144,3,9.97,,10.0
97116,202357,2,9.86,,17.5
97119,100989,3,10.31,,55.6
97120,100080,12,10.7,332.0,164.0
